1,22.18,20.53,3.03,1.97,21.43,21.8
2,22.18,20.5,3.07,1.97,21.37,21.8
3,22.15,20.53,3.01,1.97,21.43,21.8
4,22.15,20.49,2.99,1.97,21.41,21.84
5,22.15,20.5,2.98,1.97,21.41,21.77
6,22.15,20.49,2.99,1.98,21.37,21.77
7,22.15,20.48,2.98,1.98,21.37,21.82
8,22.15,20.5,3.03,2.03,21.41,21.82
9,22.12,20.45,3.03,2.07,21.37,21.77
10,22.15,20.47,3.02,2.11,21.35,21.75
11,22.12,20.44,2.99,2.05,21.35,21.77
12,22.15,20.47,2.98,1.99,21.35,21.8
13,22.12,20.44,2.98,1.99,21.35,21.73
14,22.12,20.46,2.99,2,21.35,21.77
15,22.1,20.4,3.02,1.99,21.33,21.75
16,22.15,20.4,3.04,2.01,21.33,21.75
17,22.1,20.43,2.98,2.01,21.35,21.73
18,22.1,20.39,2.97,2.01,21.33,21.71
19,22.07,20.43,2.97,2.01,21.35,21.73
20,22.07,20.38,3.01,2,21.35,21.73
21,22.07,20.42,3.06,2.01,21.28,21.71
22,22.05,20.38,2.99,2.03,21.33,21.71
23,22.1,20.38,2.97,2.01,21.26,21.75
24,22.05,20.35,2.97,1.98,21.28,21.69
25,22.07,20.34,3.03,1.99,21.3,21.69
26,22.07,20.36,3.05,1.98,21.26,21.71
27,22.07,20.32,3,2,21.3,21.69
28,22.07,20.34,2.97,1.99,21.28,21.69
29,22.07,20.3,2.99,1.98,21.26,21.67
30,22.05,20.33,3.02,1.98,21.26,21.69
31,22.02,20.3,3.04,1.98,21.26,21.69
32,22.05,20.32,3.01,1.98,21.24,21.67
33,22.05,20.28,2.98,1.99,21.26,21.63
34,22.05,20.29,2.98,2.01,21.22,21.67
35,22.02,20.3,3,2.03,21.24,21.63
36,22.02,20.26,3.04,2.07,21.22,21.67
37,22.02,20.29,3.05,2.05,21.2,21.61
38,22.02,20.23,2.98,1.98,21.22,21.61
39,22.02,20.25,2.96,1.97,21.2,21.63
40,22,20.23,2.98,1.98,21.2,21.61
41,22.02,20.26,3.03,1.97,21.2,21.61
42,21.97,20.24,3.06,1.98,21.2,21.61
43,22,20.23,2.98,1.98,21.2,21.61
44,22,20.23,2.97,1.98,21.2,21.56
45,21.97,20.18,2.97,1.97,21.2,21.58
46,21.97,20.23,3.01,1.98,21.16,21.58
47,21.97,20.17,3.05,1.97,21.18,21.58
48,21.97,20.21,3.02,2.01,21.16,21.58
49,22,20.16,2.98,2.05,21.16,21.56
50,21.97,20.17,2.94,2.09,21.16,21.56
51,21.97,20.17,2.97,2.08,21.13,21.61
52,21.94,20.15,3.06,2.01,21.13,21.56
53,21.94,20.15,3.05,1.99,21.13,21.56
54,21.97,20.12,2.99,1.99,21.13,21.58
55,21.92,20.16,2.98,1.98,21.13,21.58
56,21.94,20.11,2.97,2,21.11,21.54
57,21.92,20.12,3,2,21.09,21.54
58,21.92,20.08,3.03,2,21.16,21.5
59,21.92,20.12,3.02,1.99,21.11,21.54
60,21.87,20.08,2.97,2.01,21.11,21.52
61,21.92,20.1,2.97,1.99,21.11,21.5
62,21.87,20.09,3.09,1.99,21.09,21.48
63,21.92,20.07,3.04,1.99,21.09,21.5
64,21.84,20.07,3.01,1.99,21.05,21.48
65,21.92,20.03,3,1.99,21.05,21.48
66,21.87,20.06,3,2.01,21.09,21.48
67,21.87,20.02,2.99,2.02,21.05,21.44
68,21.87,20.03,2.99,2.02,21.03,21.46
69,21.87,20,2.98,2.02,21.03,21.44
70,21.84,20.06,2.99,2.02,21.01,21.46
71,21.82,20.01,2.99,2.01,21.01,21.48
72,21.84,20.01,3.01,1.98,21.03,21.46
73,21.92,20,3.04,1.97,20.99,21.46
74,22,19.97,3.02,1.97,20.99,21.46
75,22.23,19.95,2.97,1.96,20.96,21.44
76,23.36,19.95,3.01,1.98,20.96,21.46
77,24,19.92,3.03,2.01,20.94,21.52
78,24.64,19.95,2.97,2,20.94,21.58
79,25.49,19.9,2.94,2.01,20.99,21.71
80,26.36,19.93,2.97,2.02,20.96,21.84
81,27.16,19.88,3.01,2.05,21.01,22.03
82,28.11,19.91,3.07,2.05,21.05,22.3
83,28.91,19.89,3.01,2.03,21.13,22.58
84,29.86,19.88,2.98,1.97,21.2,22.86
85,30.58,19.86,2.98,1.98,21.28,23.19
86,31.48,19.87,3,1.98,21.47,23.6
87,32.15,19.88,3.03,1.97,21.67,24
88,32.87,19.83,3.03,1.95,21.77,24.38
89,33.43,19.86,2.98,1.94,21.98,24.78
90,34.1,19.82,2.97,1.91,22.15,25.21
91,34.53,19.84,2.96,1.91,22.41,25.65
92,35.1,19.8,3.01,1.92,22.73,26.08
93,35.59,19.82,3.05,1.92,22.88,26.44
94,36,19.78,3.02,1.94,23.17,26.9
95,36.46,19.81,2.97,2,23.43,27.31
96,36.77,19.76,2.96,2.04,23.68,27.64
97,37.16,19.78,2.97,2.1,23.96,28.03
98,37.39,19.76,3.03,2.17,24.26,28.43
99,37.75,19.76,3.07,2.16,24.45,28.79
100,37.98,19.77,2.99,2.06,24.7,29.17
101,38.21,19.71,2.97,2.04,24.94,29.45
102,38.42,19.74,2.97,2.01,25.11,29.68
103,38.57,19.68,3.01,2,25.36,29.97
104,38.75,19.73,3.05,1.99,25.51,30.23
105,38.85,19.68,3.01,1.99,25.75,30.48
106,39.03,19.7,2.97,1.98,25.89,30.67
107,39.16,19.67,2.96,1.99,26.06,30.91
108,39.26,19.68,2.97,1.99,26.28,31.14
109,39.34,19.66,3.04,2,26.43,31.27
110,39.47,19.65,3.07,1.98,26.57,31.48
111,39.55,19.68,2.99,1.98,26.72,31.67
112,39.62,19.64,2.98,1.98,26.89,31.84
113,39.7,19.67,2.98,1.99,27.02,32.01
114,39.83,19.58,3.01,2,27.13,32.11
115,39.85,19.61,3.03,2.04,27.23,32.29
116,39.91,19.61,3.02,2.04,27.36,32.41
117,39.96,19.62,2.98,2.05,27.47,32.58
118,40.01,19.57,2.97,1.97,27.53,32.65
119,40.06,19.57,2.97,1.96,27.66,32.75
120,40.11,19.56,3.01,1.96,27.74,32.84
121,40.14,19.6,3.06,1.97,27.81,32.92
122,40.21,19.56,3.01,1.97,27.89,33.03
123,40.24,19.53,2.96,1.97,27.93,33.11
124,40.29,19.56,2.94,1.96,28.04,33.15
125,40.34,19.5,2.99,1.97,28.13,33.28
126,40.42,19.55,3.05,1.98,28.17,33.37
127,40.47,19.51,3.05,1.98,28.25,33.49
128,40.55,19.54,2.97,2.01,28.27,33.49
129,40.65,19.49,2.96,2.05,28.34,33.58
130,40.75,19.52,2.97,2.09,28.4,33.64
131,40.86,19.49,3.03,2.13,28.4,33.7
132,40.91,19.5,3.07,2.04,28.49,33.81
133,41.04,19.47,3,2.01,28.51,33.87
134,41.09,19.48,2.97,1.98,28.51,33.96
