1,23.49,23.2,2.52,0,23.39,23.53
2,23.44,23.18,2.51,0,23.34,23.55
3,23.46,23.19,2.5,0,23.37,23.55
4,23.46,23.2,2.51,0,23.37,23.49
5,23.46,23.17,2.51,0,23.37,23.53
6,23.41,23.21,2.5,0,23.39,23.53
7,23.44,23.19,2.51,0,23.37,23.53
8,23.44,23.2,2.5,0,23.37,23.53
9,23.41,23.21,2.51,0,23.39,23.51
10,23.41,23.18,2.5,1.7,23.39,23.53
11,23.41,23.23,2.52,3.19,23.39,23.58
12,23.41,23.17,2.51,2.92,23.39,23.51
13,23.41,23.19,2.52,2.93,23.34,23.53
14,23.44,23.15,2.52,2.96,23.39,23.53
15,23.44,23.2,2.51,2.98,23.39,23.49
16,23.44,23.18,2.51,2.95,23.34,23.45
17,23.44,23.15,2.49,2.94,23.37,23.43
18,23.41,23.16,2.49,2.92,23.34,23.45
19,23.41,23.15,2.51,2.91,23.34,23.45
20,23.41,23.17,2.51,2.89,23.37,23.43
21,23.44,23.12,2.49,2.88,23.34,23.43
22,23.41,23.14,2.5,2.88,23.32,23.41
23,23.44,23.08,2.5,2.87,23.32,23.41
24,23.44,23.08,2.51,2.87,23.3,23.39
25,23.44,23.05,2.52,2.87,23.32,23.36
26,23.44,23.03,2.5,2.87,23.28,23.39
27,23.44,23.05,2.51,2.84,23.28,23.39
28,23.46,23,2.51,2.84,23.26,23.39
29,23.44,23.05,2.51,2.84,23.26,23.36
30,23.41,23,2.49,2.84,23.28,23.36
31,23.46,23.03,2.5,2.84,23.26,23.36
32,23.41,22.98,2.49,2.84,23.26,23.34
33,23.46,22.98,2.51,2.7,23.26,23.34
34,23.44,22.98,2.51,2.62,23.22,23.34
35,23.46,22.97,2.5,2.52,23.22,23.34
36,23.44,22.98,2.49,2.48,23.22,23.32
37,23.46,22.97,2.49,2.47,23.22,23.32
38,23.46,22.99,2.51,2.43,23.24,23.32
39,23.46,22.94,2.52,2.43,23.2,23.32
40,23.49,22.93,2.51,2.42,23.2,23.32
41,23.49,22.94,2.5,2.43,23.22,23.3
42,23.49,22.94,2.48,2.43,23.2,23.3
43,23.49,22.93,2.48,2.43,23.2,23.32
44,23.51,22.88,2.51,2.43,23.2,23.3
45,23.49,22.92,2.52,2.42,23.17,23.28
46,23.49,22.84,2.49,2.42,23.2,23.32
47,23.51,22.89,2.49,2.47,23.2,23.32
48,23.49,22.82,2.49,2.51,23.17,23.3
49,23.49,22.86,2.52,2.58,23.17,23.32
50,23.49,22.81,2.5,2.66,23.15,23.32
51,23.51,22.81,2.51,2.72,23.15,23.32
52,23.51,22.75,2.5,2.62,23.15,23.28
53,23.54,22.77,2.5,2.57,23.13,23.24
54,23.51,22.75,2.49,2.53,23.13,23.3
55,23.54,22.72,2.48,2.51,23.13,23.28
56,23.54,22.75,2.51,2.51,23.13,23.24
57,23.54,22.7,2.52,2.51,23.13,23.28
58,23.54,22.71,2.51,2.51,23.13,23.28
59,23.51,22.64,2.48,2.5,23.09,23.3
60,23.54,22.66,2.49,2.49,23.11,23.22
61,23.54,22.62,2.49,2.49,23.07,23.24
62,23.56,22.62,2.51,2.48,23.09,23.24
63,23.56,22.61,2.52,2.48,23.09,23.3
64,23.56,22.6,2.5,2.48,23.07,23.28
65,23.56,22.6,2.49,2.48,23.05,23.22
66,23.56,22.53,2.5,2.48,23.05,23.28
67,23.56,22.59,2.52,2.48,23.07,23.24
