1,90,10,10,10,66.734,33.266
2,90,10,10,10,66.734,33.266
3,90,10,10,10,66.734,33.266
4,90,10,10,10,66.734,33.266
5,90,10,10,10,66.734,33.266
6,90,10,10,10,66.734,33.266
7,90,10,10,10,66.734,33.266
8,90,10,10,10,66.734,33.266
9,90,10,10,10,66.734,33.266
10,90,10,10,10,66.734,33.266
11,90,10,10,10,66.734,33.266
12,90,10,10,10,66.734,33.266
13,90,10,10,10,66.734,33.266
14,90,10,10,10,66.734,33.266
15,90,10,10,10,66.734,33.266
16,90,10,10,10,66.734,33.266
17,90,10,10,10,66.734,33.266
18,90,10,10,10,66.734,33.266
19,90,10,10,10,66.734,33.266
20,90,10,10,10,66.734,33.266
21,90,10,10,10,66.734,33.266
22,90,10,10,10,66.734,33.266
23,90,10,10,10,66.734,33.266
24,90,10,10,10,66.734,33.266
25,90,10,10,10,66.734,33.266
26,90,10,10,10,66.734,33.266
27,90,10,10,10,66.734,33.266
28,90,10,10,10,66.734,33.266
29,90,10,10,10,66.734,33.266
30,90,10,10,10,66.734,33.266
31,90,10,10,10,66.734,33.266
32,90,10,10,10,66.734,33.266
33,90,10,10,10,66.734,33.266
34,90,10,10,10,66.734,33.266
35,90,10,10,10,66.734,33.266
36,90,10,10,10,66.734,33.266
37,90,10,10,10,66.734,33.266
38,90,10,10,10,66.734,33.266
39,90,10,10,10,66.734,33.266
40,90,10,10,10,66.734,33.266
41,90,10,10,10,66.734,33.266
42,90,10,10,10,66.734,33.266
43,90,10,10,10,66.734,33.266
44,90,10,10,10,66.734,33.266
45,90,10,10,10,66.734,33.266
46,90,10,10,10,66.734,33.266
47,90,10,10,10,66.734,33.266
48,90,10,10,10,66.734,33.266
49,90,10,10,10,66.734,33.266
50,90,10,10,10,66.734,33.266
51,90,10,10,10,66.734,33.266
52,90,10,10,10,66.734,33.266
53,90,10,10,10,66.734,33.266
54,90,10,10,10,66.734,33.266
55,90,10,10,10,66.734,33.266
56,90,10,10,10,66.734,33.266
57,90,10,10,10,66.734,33.266
58,90,10,10,10,66.734,33.266
59,90,10,10,10,66.734,33.266
60,90,10,10,10,66.734,33.266
61,90,10,10,10,66.734,33.266
62,90,10,10,10,66.734,33.266
63,90,10,10,10,66.734,33.266
64,90,10,10,10,66.734,33.266
65,90,10,10,10,66.734,33.266
66,90,10,10,10,66.734,33.266
67,90,10,10,10,66.734,33.266
68,90,10,10,10,66.734,33.266
69,90,10,10,10,66.734,33.266
70,90,10,10,10,66.734,33.266
71,90,10,10,10,66.734,33.266
72,90,10,10,10,66.734,33.266
73,90,10,10,10,66.734,33.266
74,90,10,10,10,66.734,33.266
75,90,10,10,10,66.734,33.266
76,90,10,10,10,66.734,33.266
77,90,10,10,10,66.734,33.266
78,90,10,10,10,66.734,33.266
79,90,10,10,10,66.734,33.266
80,90,10,10,10,66.734,33.266
81,90,10,10,10,66.734,33.266
82,90,10,10,10,66.734,33.266
83,90,10,10,10,66.734,33.266
84,90,10,10,10,66.734,33.266
85,90,10,10,10,66.734,33.266
86,90,10,10,10,66.734,33.266
87,90,10,10,10,66.734,33.266
88,90,10,10,10,66.734,33.266
89,90,10,10,10,66.734,33.266
90,90,10,10,10,66.734,33.266
91,90,10,10,10,66.734,33.266
92,90,10,10,10,66.734,33.266
93,90,10,10,10,66.734,33.266
94,90,10,10,10,66.734,33.266
95,90,10,10,10,66.734,33.266
96,90,10,10,10,66.734,33.266
97,90,10,10,10,66.734,33.266
98,90,10,10,10,66.734,33.266
99,90,10,10,10,66.734,33.266
100,90,10,10,10,66.734,33.266
101,90,10,10,10,66.734,33.266
102,90,10,10,10,66.734,33.266
103,90,10,10,10,66.734,33.266
104,90,10,10,10,66.734,33.266
105,90,10,10,10,66.734,33.266
106,90,10,10,10,66.734,33.266
107,90,10,10,10,66.734,33.266
108,90,10,10,10,66.734,33.266
109,90,10,10,10,66.734,33.266
110,90,10,10,10,66.734,33.266
111,90,10,10,10,66.734,33.266
112,90,10,10,10,66.734,33.266
113,90,10,10,10,66.734,33.266
114,90,10,10,10,66.734,33.266
115,90,10,10,10,66.734,33.266
116,90,10,10,10,66.734,33.266
117,90,10,10,10,66.734,33.266
118,90,10,10,10,66.734,33.266
119,90,10,10,10,66.734,33.266
120,90,10,10,10,66.734,33.266
121,90,10,10,10,66.734,33.266
122,90,10,10,10,66.734,33.266
123,90,10,10,10,66.734,33.266
124,90,10,10,10,66.734,33.266
125,90,10,10,10,66.734,33.266
126,90,10,10,10,66.734,33.266
127,90,10,10,10,66.734,33.266
128,90,10,10,10,66.734,33.266
129,90,10,10,10,66.734,33.266
130,90,10,10,10,66.734,33.266
131,90,10,10,10,66.734,33.266
132,90,10,10,10,66.734,33.266
133,90,10,10,10,66.734,33.266
134,90,10,10,10,66.734,33.266
135,90,10,10,10,66.734,33.266
136,90,10,10,10,66.734,33.266
137,90,10,10,10,66.734,33.266
138,90,10,10,10,66.734,33.266
139,90,10,10,10,66.734,33.266
140,90,10,10,10,66.734,33.266
141,90,10,10,10,66.734,33.266
142,90,10,10,10,66.734,33.266
143,90,10,10,10,66.734,33.266
144,90,10,10,10,66.734,33.266
145,90,10,10,10,66.734,33.266
146,90,10,10,10,66.734,33.266
147,90,10,10,10,66.734,33.266
148,90,10,10,10,66.734,33.266
149,90,10,10,10,66.734,33.266
150,90,10,10,10,66.734,33.266
151,90,10,10,10,66.734,33.266
152,90,10,10,10,66.734,33.266
153,90,10,10,10,66.734,33.266
154,90,10,10,10,66.734,33.266
155,90,10,10,10,66.734,33.266
156,90,10,10,10,66.734,33.266
157,90,10,10,10,66.734,33.266
158,90,10,10,10,66.734,33.266
159,90,10,10,10,66.734,33.266
160,90,10,10,10,66.734,33.266
161,90,10,10,10,66.734,33.266
162,90,10,10,10,66.734,33.266
163,90,10,10,10,66.734,33.266
164,90,10,10,10,66.734,33.266
165,90,10,10,10,66.734,33.266
166,90,10,10,10,66.734,33.266
167,90,10,10,10,66.734,33.266
168,90,10,10,10,66.734,33.266
169,90,10,10,10,66.734,33.266
170,90,10,10,10,66.734,33.266
171,90,10,10,10,66.734,33.266
172,90,10,10,10,66.734,33.266
173,90,10,10,10,66.734,33.266
174,90,10,10,10,66.734,33.266
175,90,10,10,10,66.734,33.266
176,90,10,10,10,66.734,33.266
177,90,10,10,10,66.734,33.266
178,30,10,10,10,66.734,33.266
179,30,10,10,10,66.734,33.18
180,30,10,10,10,66.734,33.114
181,30,10,10,10,66.734,33.056
182,30,10,10,10,66.734,33.003
183,30,10,10,10,66.734,32.951
184,30,10,10,10,66.734,32.899
185,30,10,10,10,66.734,32.848
186,30,10,10,10,66.734,32.798
187,30,10,10,10,66.734,32.747
188,30,10,10,10,66.734,32.697
189,30,10,10,10,66.734,32.646
190,30,10,10,10,66.734,32.596
191,30,10,10,10,66.734,32.546
192,30,10,10,10,66.734,32.496
193,30,10,10,10,66.734,32.446
194,30,10,10,10,66.734,32.396
195,30,10,10,10,66.734,32.346
196,30,10,10,10,66.734,32.296
197,30,10,10,10,66.734,32.246
198,30,10,10,10,66.734,32.197
